manufacturer,model,category,registrations_count,month_year,state
"Mahindra & Mahindra","XUV400","ev_four_wheeler",22,"2023-12-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",396,"2024-01-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",409,"2024-01-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",350,"2024-01-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",237,"2024-01-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",251,"2024-01-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",230,"2024-01-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",2152,"2024-01-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",1662,"2024-01-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",1299,"2024-01-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",1193,"2024-01-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",1064,"2024-01-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",1232,"2024-01-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",311,"2024-01-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",308,"2024-01-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",210,"2024-01-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",202,"2024-01-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",200,"2024-01-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",170,"2024-01-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",99,"2024-01-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",87,"2024-01-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",79,"2024-01-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",72,"2024-01-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",70,"2024-01-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",66,"2024-01-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",55,"2024-01-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",46,"2024-01-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",33,"2024-01-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",32,"2024-01-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",27,"2024-01-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",26,"2024-01-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",564,"2024-01-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",452,"2024-01-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",408,"2024-01-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",316,"2024-01-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",327,"2024-01-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",318,"2024-01-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",33,"2024-01-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",25,"2024-01-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",21,"2024-01-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",18,"2024-01-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",21,"2024-01-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",22,"2024-01-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",525,"2024-02-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",403,"2024-02-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",354,"2024-02-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",310,"2024-02-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",269,"2024-02-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",275,"2024-02-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",1984,"2024-02-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",1636,"2024-02-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",1539,"2024-02-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",1060,"2024-02-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",1153,"2024-02-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",1057,"2024-02-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",350,"2024-02-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",301,"2024-02-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",250,"2024-02-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",199,"2024-02-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",203,"2024-02-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",211,"2024-02-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",89,"2024-02-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",88,"2024-02-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",67,"2024-02-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",56,"2024-02-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",51,"2024-02-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",60,"2024-02-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",49,"2024-02-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",45,"2024-02-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",31,"2024-02-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",30,"2024-02-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",27,"2024-02-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",32,"2024-02-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",612,"2024-02-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",488,"2024-02-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",491,"2024-02-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",405,"2024-02-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",339,"2024-02-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",362,"2024-02-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",39,"2024-02-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",37,"2024-02-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",27,"2024-02-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",23,"2024-02-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",20,"2024-02-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",22,"2024-02-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",496,"2024-03-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",384,"2024-03-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",340,"2024-03-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",230,"2024-03-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",272,"2024-03-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",278,"2024-03-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",2002,"2024-03-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",1524,"2024-03-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",1308,"2024-03-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",1077,"2024-03-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",1139,"2024-03-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",1282,"2024-03-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",316,"2024-03-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",241,"2024-03-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",211,"2024-03-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",174,"2024-03-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",190,"2024-03-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",165,"2024-03-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",99,"2024-03-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",94,"2024-03-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",61,"2024-03-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",54,"2024-03-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",62,"2024-03-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",61,"2024-03-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",42,"2024-03-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",42,"2024-03-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",26,"2024-03-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",26,"2024-03-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",26,"2024-03-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",28,"2024-03-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",556,"2024-03-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",477,"2024-03-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",469,"2024-03-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",317,"2024-03-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",342,"2024-03-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",306,"2024-03-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",32,"2024-03-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",31,"2024-03-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",23,"2024-03-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",24,"2024-03-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",24,"2024-03-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",22,"2024-03-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",460,"2024-04-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",470,"2024-04-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",318,"2024-04-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",274,"2024-04-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",287,"2024-04-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",243,"2024-04-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",2517,"2024-04-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",2489,"2024-04-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",2104,"2024-04-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",1477,"2024-04-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",1354,"2024-04-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",1772,"2024-04-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",395,"2024-04-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",319,"2024-04-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",240,"2024-04-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",197,"2024-04-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",213,"2024-04-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",254,"2024-04-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",112,"2024-04-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",103,"2024-04-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",75,"2024-04-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",69,"2024-04-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",62,"2024-04-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",75,"2024-04-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",50,"2024-04-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",40,"2024-04-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",36,"2024-04-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",23,"2024-04-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",29,"2024-04-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",29,"2024-04-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",613,"2024-04-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",704,"2024-04-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",571,"2024-04-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",407,"2024-04-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",427,"2024-04-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",468,"2024-04-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",48,"2024-04-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",39,"2024-04-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",30,"2024-04-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",28,"2024-04-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",22,"2024-04-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",29,"2024-04-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",452,"2024-05-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",438,"2024-05-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",302,"2024-05-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",319,"2024-05-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",302,"2024-05-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",286,"2024-05-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",3036,"2024-05-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",2095,"2024-05-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",1938,"2024-05-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",1381,"2024-05-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",1650,"2024-05-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",1534,"2024-05-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",333,"2024-05-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",332,"2024-05-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",262,"2024-05-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",259,"2024-05-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",267,"2024-05-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",242,"2024-05-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",110,"2024-05-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",109,"2024-05-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",80,"2024-05-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",67,"2024-05-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",61,"2024-05-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",63,"2024-05-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",40,"2024-05-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",37,"2024-05-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",36,"2024-05-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",24,"2024-05-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",32,"2024-05-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",25,"2024-05-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",663,"2024-05-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",621,"2024-05-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",567,"2024-05-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",385,"2024-05-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",416,"2024-05-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",376,"2024-05-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",41,"2024-05-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",36,"2024-05-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",28,"2024-05-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",27,"2024-05-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",24,"2024-05-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",22,"2024-05-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",607,"2024-06-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",558,"2024-06-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",497,"2024-06-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",325,"2024-06-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",351,"2024-06-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",399,"2024-06-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",2786,"2024-06-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",2608,"2024-06-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",2231,"2024-06-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",1553,"2024-06-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",1707,"2024-06-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",1570,"2024-06-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",476,"2024-06-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",374,"2024-06-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",270,"2024-06-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",276,"2024-06-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",266,"2024-06-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",260,"2024-06-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",130,"2024-06-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",102,"2024-06-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",84,"2024-06-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",66,"2024-06-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",69,"2024-06-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",71,"2024-06-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",41,"2024-06-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",35,"2024-06-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",30,"2024-06-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",24,"2024-06-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",24,"2024-06-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",23,"2024-06-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",934,"2024-06-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",733,"2024-06-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",617,"2024-06-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",478,"2024-06-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",470,"2024-06-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",563,"2024-06-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",47,"2024-06-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",38,"2024-06-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",31,"2024-06-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",28,"2024-06-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",30,"2024-06-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",29,"2024-06-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",597,"2024-07-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",571,"2024-07-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",422,"2024-07-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",374,"2024-07-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",391,"2024-07-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",382,"2024-07-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",3412,"2024-07-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",2678,"2024-07-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",2359,"2024-07-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",1930,"2024-07-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",1642,"2024-07-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",1930,"2024-07-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",499,"2024-07-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",464,"2024-07-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",383,"2024-07-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",269,"2024-07-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",268,"2024-07-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",287,"2024-07-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",141,"2024-07-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",101,"2024-07-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",88,"2024-07-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",68,"2024-07-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",69,"2024-07-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",82,"2024-07-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",42,"2024-07-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",36,"2024-07-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",30,"2024-07-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",23,"2024-07-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",27,"2024-07-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",24,"2024-07-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",743,"2024-07-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",597,"2024-07-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",640,"2024-07-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",531,"2024-07-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",526,"2024-07-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",439,"2024-07-01","Gujarat"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",45,"2024-07-01","Maharashtra"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",43,"2024-07-01","Karnataka"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",37,"2024-07-01","Delhi"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",23,"2024-07-01","Tamil Nadu"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",28,"2024-07-01","Uttar Pradesh"
"Mahindra & Mahindra","XUV400","ev_four_wheeler",24,"2024-07-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",633,"2024-08-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",596,"2024-08-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",476,"2024-08-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",416,"2024-08-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",338,"2024-08-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",360,"2024-08-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",3955,"2024-08-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",3163,"2024-08-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",2865,"2024-08-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",2543,"2024-08-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",2530,"2024-08-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",2075,"2024-08-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",505,"2024-08-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",411,"2024-08-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",300,"2024-08-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",249,"2024-08-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",280,"2024-08-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",287,"2024-08-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",134,"2024-08-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",114,"2024-08-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",78,"2024-08-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",71,"2024-08-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",82,"2024-08-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",69,"2024-08-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",48,"2024-08-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",37,"2024-08-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",38,"2024-08-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",27,"2024-08-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",28,"2024-08-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",29,"2024-08-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",827,"2024-08-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",789,"2024-08-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",687,"2024-08-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",526,"2024-08-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",528,"2024-08-01","Uttar Pradesh"
